depth_m,age_ka,d18O,dD
1070.41,72.819,-53.1,
1070.52,72.829,-55.35,
1070.63,72.839,-56.24,
1070.74,72.85,-54.31,
1070.85,72.86,-53.88,
1070.96,72.87,-52.33,
1071.07,72.881,-54.46,
1071.18,72.891,-54.9,
1071.29,72.902,-54.56,
1071.4,72.912,-54.86,
1071.51,72.923,-55.22,
1071.62,72.933,-54.5,
1071.73,72.943,-54.35,
1071.84,72.954,-55,
1071.95,72.964,-54.69,
1072.06,72.975,-54.06,
1072.17,72.985,-54.86,
1072.28,72.996,-55.05,
1072.39,73.006,-55.11,
1072.5,73.017,-55.7,
1072.61,73.027,-54.58,
1072.72,73.038,-53.96,
1072.83,73.048,-55.34,
1072.94,73.059,-55.59,
1073.05,73.069,-54.97,
1073.16,73.08,-55.04,
1073.27,73.09,-55.16,
1073.38,73.101,-55.01,
1073.49,73.111,-53.31,
1073.6,73.122,-54.7,
1073.71,73.133,-55.04,
1073.82,73.143,-54.08,
1073.93,73.154,-55.03,
1074.04,73.164,-55.7,
1074.15,73.175,-55.35,
1074.26,73.186,-54.65,
1074.37,73.196,-55.21,
1074.48,73.207,-56.06,
1074.59,73.218,-54.85,
1074.7,73.229,-54.86,
1074.81,73.24,-54.97,
1074.92,73.25,-54.98,
1075.03,73.261,-54.41,
1075.14,73.272,-55.15,
1075.25,73.283,-54.13,
1075.36,73.294,-55.99,
1075.47,73.304,-55.77,
1075.58,73.315,-54.97,
1075.69,73.326,-55.87,
1075.8,73.337,-55.18,
1075.91,73.348,-53.5,
1076.02,73.359,-54.7,
1076.13,73.37,-55.18,
1076.24,73.381,-55.37,
1076.35,73.393,-54.02,
1076.46,73.404,-54.88,
1076.57,73.415,-54.95,
1076.68,73.426,-55.19,
1076.79,73.437,-55.48,
1076.9,73.448,-55.65,
1077.01,73.459,-55.66,
1077.12,73.47,-54.48,
1077.23,73.482,-55.21,
1077.34,73.493,-55.54,
1077.45,73.504,-54.59,
1077.56,73.516,-54.6,
1077.67,73.527,-55.15,
1077.78,73.539,-57.25,
1077.89,73.551,-56.87,
1078,73.563,-56.77,
1078.11,73.574,-56.69,
1078.22,73.586,-57.08,
1078.33,73.598,-57.16,
1078.44,73.61,-55.28,
1078.55,73.622,-55.57,
1078.66,73.633,-54.88,
1078.77,73.645,-55.15,
1078.88,73.657,-55.6,
1078.99,73.669,-56.16,
1079.1,73.68,-56.26,
1079.21,73.692,-55.74,
1079.32,73.704,-56.88,
1079.43,73.716,-55.56,
1079.54,73.728,-55.49,
1079.65,73.739,-55.14,
1079.76,73.751,-55.65,
1079.87,73.763,-56.25,
1079.98,73.775,-55.77,
1080.09,73.787,-56.65,
1080.2,73.799,-56.1,
1080.31,73.81,-55.67,
1080.42,73.822,-55.08,
1080.53,73.834,-56.83,
1080.64,73.846,-56.71,
1080.75,73.858,-55.99,
1080.86,73.869,-55.78,
1080.97,73.881,-54.86,
1081.08,73.892,-55.48,
1081.19,73.904,-56.52,
1081.3,73.915,-56.53,
1081.41,73.927,-55.58,
1081.52,73.938,-55.52,
1081.63,73.95,-55.67,
1081.74,73.961,-55.84,
1081.85,73.973,-55.68,
1081.96,73.984,-55.69,
1082.07,73.995,-55.67,
1082.18,74.007,-54.67,
1082.29,74.018,-55.92,
1082.4,74.03,-56.09,
1082.51,74.041,-55.94,
1082.62,74.052,-55.47,
1082.73,74.063,-55.28,
1082.84,74.074,-55.62,
1082.95,74.085,-55.56,
1083.06,74.096,-55.65,
1083.17,74.108,-55.65,
1083.28,74.119,-54.66,
1083.39,74.13,-54.41,
1083.5,74.141,-55.49,
1083.61,74.152,-55.19,
1083.72,74.163,-54.95,
1083.83,74.174,-56.4,
1083.94,74.185,-56.15,
1084.05,74.196,-55.42,
1084.16,74.207,-55.14,
1084.27,74.218,-54.86,
1084.38,74.228,-53.87,
1084.49,74.239,-54.66,
1084.6,74.25,-54.86,
1084.71,74.261,-55.11,
1084.82,74.271,-55.81,
1084.93,74.282,-55.83,
1085.04,74.293,-54.64,
1085.15,74.304,-54.07,
1085.26,74.314,-55.66,
1085.37,74.325,-55.75,
1085.48,74.336,-53.46,
1085.59,74.346,-54.08,
1085.7,74.357,-54.69,
1085.81,74.368,-55.81,
1085.92,74.378,-55.27,
1086.03,74.389,-54.64,
1086.14,74.4,-54.17,
1086.25,74.41,-53.81,
1086.36,74.421,-55.37,
1086.47,74.432,-55.35,
1086.58,74.442,-55.22,
1086.69,74.453,-55.71,
1086.8,74.463,-55.41,
1086.91,74.474,-54.59,
1087.02,74.485,-52.75,
1087.13,74.495,-54.51,
1087.24,74.506,-55.71,
1087.35,74.517,-55.56,
1087.46,74.527,-55.71,
1087.57,74.538,-55.35,
1087.68,74.548,-54.98,
1087.79,74.559,-55.02,
1087.9,74.57,-54.86,
1088.01,74.58,-55.05,
1088.12,74.591,-53.76,
1088.23,74.601,-54.8,
1088.34,74.612,-54.26,
1088.45,74.622,-55.45,
1088.56,74.633,-55.54,
1088.67,74.644,-56.53,
1088.78,74.654,-55.69,
1088.89,74.665,-54.02,
1089,74.675,-55.08,
1089.11,74.686,-53.78,
1089.22,74.697,-54.18,
1089.33,74.707,-54.68,
1089.44,74.718,-53.81,
1089.55,74.729,-53.33,
1089.66,74.739,-54.83,
1089.77,74.75,-54.65,
1089.88,74.76,-54.47,
1089.99,74.771,-54.43,
1090.1,74.782,-55.09,
1090.21,74.792,-55,
1090.32,74.803,-54.62,
1090.43,74.814,-54.63,
1090.54,74.824,-54.29,
1090.65,74.835,-54.48,
1090.76,74.845,-54.91,
1090.87,74.856,-54.24,
1090.98,74.866,-53.39,
1091.09,74.876,-54.35,
1091.2,74.887,-54.25,
1091.31,74.897,-54.32,
1091.42,74.907,-55.06,
1091.53,74.918,-54.42,
1091.64,74.928,-54.28,
1091.75,74.939,-54.91,
1091.86,74.949,-55.88,
1091.97,74.959,-54.23,
1092.08,74.97,-54.5,
1092.19,74.98,-54.64,
1092.3,74.99,-54.04,
1092.41,75.001,-54.8,
1092.52,75.011,-54.3,
1092.63,75.021,-54.89,
1092.74,75.031,-54.89,
1092.85,75.042,-55.08,
1092.96,75.052,-53.93,
1093.07,75.062,-53.77,
1093.18,75.072,-53.88,
1093.29,75.082,-55.3,
1093.4,75.093,-52.77,
1093.51,75.103,-52.96,
1093.62,75.113,-52.47,
1093.73,75.123,-52.45,
1093.84,75.134,-53.87,
1093.95,75.144,-53.91,
1094.06,75.153,-53.65,
1094.17,75.163,-54.28,
1094.28,75.172,-53.46,
1094.39,75.182,-54.06,
1094.5,75.191,-53.91,
1094.61,75.2,-54.47,
1094.72,75.21,-53.86,
1094.83,75.219,-54.27,
1094.94,75.229,-54.05,
1095.05,75.238,-53.28,
1095.16,75.248,-54.45,
1095.27,75.257,-53.17,
1095.38,75.266,-53.62,
1095.49,75.276,-54.16,
1095.6,75.285,-54.55,
1095.71,75.295,-54.46,
1095.82,75.304,-52.97,
1095.93,75.314,-52.28,
1096.04,75.324,-54.2,
1096.15,75.333,-53.77,
1096.26,75.343,-53.87,
1096.37,75.352,-54.38,
1096.48,75.362,-54.24,
1096.59,75.371,-54.16,
1096.7,75.381,-54.75,
1096.81,75.39,-53.41,
1096.92,75.4,-52.31,
1097.03,75.41,-53.4,
1097.14,75.419,-52.74,
1097.25,75.429,-52.97,
1097.36,75.438,-53.72,
1097.47,75.448,-54.12,
1097.58,75.457,-53.36,
1097.69,75.466,-54.26,
1097.8,75.476,-51.44,
1097.91,75.485,-53.46,
1098.02,75.495,-54.89,
1098.13,75.504,-55.25,
1098.24,75.513,-54.36,
1098.35,75.523,-53.67,
1098.46,75.532,-52.73,
1098.57,75.542,-53.66,
1098.68,75.551,-53.34,
1098.79,75.56,-54.17,
1098.9,75.57,-53.67,
1099.01,75.579,-54.31,
1099.12,75.588,-53.71,
1099.23,75.598,-53.26,
1099.34,75.607,-53.58,
1099.45,75.616,-53.73,
1099.56,75.626,-54.13,
1099.67,75.635,-53.8,
1099.78,75.644,-53.78,
1099.89,75.654,-53.11,
1100,75.663,-52.48,
1100.11,75.672,-52.97,
1100.22,75.682,-53.42,
1100.33,75.691,-52.75,
1100.44,75.7,-53.38,
1100.55,75.71,-53.56,
1100.66,75.718,-53.01,
1100.77,75.727,-52.04,
1100.88,75.736,-51.77,
1100.99,75.744,-52.65,
1101.1,75.753,-52.49,
1101.21,75.762,-52.6,
1101.32,75.77,-52.11,
1101.43,75.779,-53.07,
1101.54,75.788,-53.15,
1101.65,75.797,-55.45,
1101.76,75.805,-51.89,
1101.87,75.814,-52.55,
1101.98,75.822,-53.19,
1102.09,75.831,-52.36,
1102.2,75.84,-54.34,
1102.31,75.849,-51.94,
1102.42,75.858,-51.1,
1102.53,75.867,-53.06,
1102.64,75.876,-54.59,
1102.75,75.885,-53.27,
1102.86,75.894,-53.26,
1102.97,75.903,-53.88,
1103.08,75.912,-54.03,
1103.19,75.921,-53.31,
1103.3,75.93,-53.91,
1103.41,75.939,-54.69,
1103.52,75.948,-54.02,
1103.63,75.957,-53.15,
1103.74,75.966,-52.47,
1103.85,75.975,-53.65,
1103.96,75.985,-54.38,
1104.07,75.995,-53.65,
1104.18,76.005,-52.69,
1104.29,76.014,-54.03,
1104.4,76.024,-53.42,
1104.51,76.034,-54.36,
1104.62,76.043,-54.49,
1104.73,76.053,-53.94,
1104.84,76.063,-53.57,
1104.95,76.072,-53.54,
1105.06,76.082,-54.26,
1105.17,76.092,-53.86,
1105.28,76.102,-54.12,
1105.39,76.111,-53.42,
1105.5,76.121,-53.33,
1105.61,76.131,-54.15,
1105.72,76.141,-53.8,
1105.83,76.151,-54.45,
1105.94,76.161,-54.61,
1106.05,76.171,-54.29,
1106.16,76.181,-53.7,
1106.27,76.191,-53.1,
1106.38,76.201,-53.4,
1106.49,76.211,-54.54,
1106.6,76.221,-54.1,
1106.71,76.231,-54.59,
1106.82,76.241,-55.06,
1106.93,76.251,-55.56,
1107.04,76.261,-54.45,
1107.15,76.271,-54.74,
1107.26,76.281,-53.52,
1107.37,76.292,-53.84,
1107.48,76.302,-54.41,
1107.59,76.313,-54.26,
1107.7,76.323,-54.96,
1107.81,76.333,-54.92,
1107.92,76.344,-53.86,
1108.03,76.354,-54.66,
1108.14,76.365,-53.48,
1108.25,76.375,-53.45,
1108.36,76.386,-54.15,
1108.47,76.396,-53.21,
1108.58,76.407,-53.79,
1108.69,76.417,-54.77,
1108.8,76.427,-54.64,
1108.91,76.438,-54.51,
1109.02,76.448,-54.38,
1109.13,76.458,-54.52,
1109.24,76.469,-54.25,
1109.35,76.479,-54.02,
1109.46,76.489,-54.88,
1109.57,76.5,-54.52,
1109.68,76.51,-55.03,
1109.79,76.52,-54.17,
1109.9,76.531,-53.87,
1110.01,76.541,-54.38,
1110.12,76.551,-54.66,
1110.23,76.561,-53.77,
1110.34,76.572,-54.16,
1110.45,76.582,-53.94,
1110.56,76.593,-56.24,
1110.67,76.604,-55.53,
1110.78,76.614,-53.6,
1110.89,76.625,-54.61,
1111,76.636,-53.91,
1111.11,76.647,-53.95,
1111.22,76.658,-54.56,
1111.33,76.668,-55.39,
1111.44,76.679,-56.04,
1111.55,76.69,-54.6,
1111.66,76.701,-54.63,
1111.77,76.712,-53.99,
1111.88,76.722,-53.86,
1111.99,76.733,-54.59,
1112.1,76.744,-54.64,
1112.21,76.755,-54.85,
1112.32,76.766,-55.12,
1112.43,76.777,-55.3,
1112.54,76.788,-54.79,
1112.65,76.799,-55.8,
1112.76,76.81,-55.41,
1112.87,76.821,-54.74,
1112.98,76.832,-54.52,
1113.09,76.843,-54.29,
1113.2,76.854,-55.55,
1113.31,76.865,-56.15,
1113.42,76.876,-55.2,
1113.53,76.888,-55.11,
1113.64,76.899,-55.83,
1113.75,76.91,-54.35,
1113.86,76.921,-53.18,
1113.97,76.933,-54.9,
1114.08,76.945,-55.52,
1114.19,76.957,-55.72,
1114.3,76.969,-55.29,
1114.41,76.98,-55.46,
1114.52,76.992,-55.52,
1114.63,77.004,-55.92,
1114.74,77.016,-55.4,
1114.85,77.027,-55.33,
1114.96,77.039,-55.2,
1115.07,77.051,-56.04,
1115.18,77.063,-55.56,
1115.29,77.074,-55.3,
1115.4,77.086,-56.59,
1115.51,77.098,-56.61,
1115.62,77.11,-56.07,
1115.73,77.122,-55.05,
1115.84,77.134,-54.65,
1115.95,77.146,-54.36,
1116.06,77.158,-56.13,
1116.17,77.169,-54.79,
1116.28,77.181,-54.79,
1116.39,77.193,-54.01,
1116.5,77.205,-54.72,
1116.61,77.217,-55.29,
1116.72,77.229,-55.1,
1116.83,77.241,-55.65,
1116.94,77.253,-56.06,
1117.05,77.265,-54.79,
1117.16,77.276,-54.83,
1117.27,77.287,-55.12,
1117.38,77.298,-54.42,
1117.49,77.309,-54.2,
1117.6,77.32,-55.01,
1117.71,77.331,-55.49,
1117.82,77.342,-54.5,
1117.93,77.353,-55.01,
1118.04,77.364,-54.51,
1118.15,77.375,-54.56,
1118.26,77.386,-55.77,
1118.37,77.397,-55.79,
1118.48,77.408,-55.42,
1118.59,77.419,-55.4,
1118.7,77.43,-55.68,
1118.81,77.441,-54.85,
1118.92,77.453,-54.98,
1119.03,77.464,-55.68,
1119.14,77.475,-55.98,
1119.25,77.487,-55.18,
1119.36,77.498,-55.29,
1119.47,77.51,-54.89,
1119.58,77.521,-54.78,
1119.69,77.533,-55.1,
1119.8,77.544,-54.44,
1119.91,77.555,-54.28,
1120.02,77.567,-54.05,
1120.13,77.578,-54.5,
1120.24,77.59,-54.84,
1120.35,77.601,-54.62,
1120.46,77.612,-55.17,
1120.57,77.623,-51.62,
1120.68,77.635,-52.73,
1120.79,77.646,-55.09,
1120.9,77.657,-53.02,
1121.01,77.668,-55.24,
1121.12,77.679,-56.05,
1121.23,77.69,-56.57,
1121.34,77.702,-56.15,
1121.45,77.713,-56.08,
1121.56,77.724,-55.11,
1121.67,77.735,-53.18,
1121.78,77.746,-56.03,
1121.89,77.757,-55.19,
1122,77.769,-53.54,
1122.11,77.779,-54.18,
1122.22,77.79,-55.33,
1122.33,77.801,-55.19,
1122.44,77.812,-56.3,
1122.55,77.823,-55.28,
1122.66,77.833,-54.99,
1122.77,77.844,-54.24,
1122.88,77.855,-53.8,
1122.99,77.866,-54.88,
1123.1,77.877,-54.84,
1123.21,77.888,-54.51,
1123.32,77.898,-55.41,
1123.43,77.909,-55.04,
1123.54,77.92,-53.33,
1123.65,77.931,-54.83,
1123.76,77.942,-55.62,
1123.87,77.953,-55.01,
1123.98,77.964,-54.57,
1124.09,77.975,-55.26,
1124.2,77.987,-55.71,
1124.31,77.998,-54.98,
1124.42,78.009,-55.77,
1124.53,78.02,-55.44,
1124.64,78.031,-54.98,
1124.75,78.042,-54.56,
1124.86,78.053,-54,
1124.97,78.064,-53.18,
1125.08,78.075,-55.08,
1125.19,78.087,-55.07,
1125.3,78.098,-55.85,
1125.41,78.109,-56.46,
1125.52,78.119,-56.04,
1125.63,78.13,-54.35,
1125.74,78.141,-54.23,
1125.85,78.152,-54.23,
1125.96,78.163,-54.86,
1126.07,78.174,-55.37,
1126.18,78.184,-54.15,
1126.29,78.195,-55.15,
1126.4,78.206,-54.52,
1126.51,78.217,-53.51,
1126.62,78.228,-54.46,
1126.73,78.239,-55.38,
1126.84,78.249,-54.45,
1126.95,78.26,-53.96,
1127.06,78.27,-54.37,
1127.17,78.281,-54.87,
1127.28,78.291,-54.83,
1127.39,78.301,-54.52,
1127.5,78.312,-53.86,
1127.61,78.322,-54.61,
1127.72,78.332,-54.65,
1127.83,78.343,-54.62,
1127.94,78.353,-54.75,
1128.05,78.363,-54.91,
1128.16,78.373,-55.42,
1128.27,78.384,-55.51,
1128.38,78.394,-54.59,
1128.49,78.404,-54.56,
1128.6,78.415,-55.35,
1128.71,78.425,-54.66,
1128.82,78.435,-52.69,
1128.93,78.445,-53.89,
1129.04,78.455,-54,
1129.15,78.465,-54.07,
1129.26,78.475,-55.34,
1129.37,78.485,-54.98,
1129.48,78.495,-54.24,
1129.59,78.505,-54.4,
1129.7,78.516,-54.66,
1129.81,78.526,-54.6,
1129.92,78.536,-54.21,
1130.03,78.546,-53.61,
1130.14,78.556,-54.23,
1130.25,78.566,-54.49,
1130.36,78.576,-53.62,
1130.47,78.586,-53.24,
1130.58,78.596,-54.49,
1130.69,78.606,-54.91,
1130.8,78.616,-54.75,
1130.91,78.626,-54.07,
1131.02,78.636,-54.87,
1131.13,78.646,-55.15,
1131.24,78.655,-55.33,
1131.35,78.665,-54.9,
1131.46,78.675,-55.38,
1131.57,78.685,-55.95,
1131.68,78.695,-56.14,
1131.79,78.705,-54.05,
1131.9,78.715,-55.57,
1132.01,78.726,-54.29,
1132.12,78.736,-54.45,
1132.23,78.747,-54.86,
1132.34,78.757,-54.7,
1132.45,78.768,-54.55,
1132.56,78.778,-54.55,
1132.67,78.789,-52.63,
1132.78,78.799,-54.64,
1132.89,78.81,-54.64,
1133,78.82,-55.24,
1133.11,78.831,-54.71,
1133.22,78.841,-54.49,
1133.33,78.852,-54.84,
1133.44,78.862,-55.13,
1133.55,78.873,-56.04,
1133.66,78.883,-55.34,
1133.77,78.894,-55.57,
1133.88,78.904,-55.51,
1133.99,78.915,-55.46,
1134.1,78.926,-54.59,
1134.21,78.936,-54.77,
1134.32,78.947,-55.67,
1134.43,78.958,-55.79,
1134.54,78.968,-54.02,
1134.65,78.979,-54.98,
1134.76,78.989,-55.55,
1134.87,79,-54.87,
1134.98,79.011,-54.77,
1135.09,79.021,-52.25,
1135.2,79.032,-53.74,
1135.31,79.042,-54.23,
1135.42,79.052,-54.76,
1135.53,79.062,-55.93,
1135.64,79.073,-54.7,
1135.75,79.083,-55.13,
1135.86,79.093,-54.78,
1135.97,79.103,-55.48,
1136.08,79.113,-54.95,
1136.19,79.124,-54.99,
1136.3,79.134,-54.92,
1136.41,79.144,-54.95,
1136.52,79.154,-54.26,
1136.63,79.164,-54.62,
1136.74,79.174,-54.31,
1136.85,79.185,-55.17,
1136.96,79.194,-54.93,
1137.07,79.204,-54.29,
1137.18,79.214,-54.39,
1137.29,79.224,-54.02,
1137.4,79.234,-54.02,
1137.51,79.244,-53.8,
1137.62,79.253,-54.52,
1137.73,79.263,-54.12,
1137.84,79.273,-54.7,
1137.95,79.283,-55.1,
1138.06,79.293,-55.41,
1138.17,79.302,-54.6,
1138.28,79.312,-55.18,
1138.39,79.322,-55.57,
1138.5,79.332,-53.54,
1138.61,79.341,-54.23,
1138.72,79.351,-54.08,
1138.83,79.361,-54.32,
1138.94,79.37,-53.75,
1139.05,79.38,-55.12,
1139.16,79.389,-54.49,
1139.27,79.399,-54.12,
1139.38,79.409,-53.91,
1139.49,79.418,-54.12,
1139.6,79.428,-54.83,
1139.71,79.437,-55.57,
1139.82,79.447,-55.06,
1139.93,79.457,-55.67,
1140.04,79.466,-55.99,
1140.15,79.476,-55.7,
1140.26,79.485,-55.44,
1140.37,79.495,-54.5,
1140.48,79.505,-55.5,
1140.59,79.515,-55.3,
1140.7,79.525,-54.87,
1140.81,79.534,-54.23,
1140.92,79.544,-54.14,
1141.03,79.554,-54.39,
1141.14,79.564,-55.09,
1141.25,79.574,-52.94,
1141.36,79.583,-53.06,
1141.47,79.593,-55.08,
1141.58,79.603,-55.26,
1141.69,79.613,-54.85,
1141.8,79.622,-53.72,
1141.91,79.632,-54.26,
1142.02,79.641,-55.25,
1142.13,79.65,-55.27,
1142.24,79.659,-54.57,
1142.35,79.669,-53.85,
1142.46,79.678,-54.38,
1142.57,79.687,-55.41,
1142.68,79.696,-54.55,
1142.79,79.706,-53.47,
1142.9,79.715,-54.69,
1143.01,79.724,-52.83,
1143.12,79.734,-54.04,
1143.23,79.743,-55.09,
1143.34,79.752,-53.62,
1143.45,79.761,-54.65,
1143.56,79.77,-54.75,
1143.67,79.779,-54.56,
1143.78,79.788,-54.52,
1143.89,79.797,-54.28,
1144,79.806,-54.24,
1144.11,79.815,-53.69,
1144.22,79.824,-54.17,
1144.33,79.833,-53.49,
1144.44,79.842,-54.9,
1144.55,79.851,-55.1,
1144.66,79.86,-53.99,
1144.77,79.868,-53.76,
1144.88,79.877,-54.01,
1144.99,79.886,-54.05,
1145.1,79.895,-52.9,
1145.21,79.904,-53.33,
1145.32,79.913,-54.27,
1145.43,79.922,-53.91,
1145.54,79.93,-53.89,
1145.65,79.939,-54.42,
1145.76,79.948,-55.14,
1145.87,79.957,-54.87,
1145.98,79.966,-55.84,
1146.09,79.975,-54.25,
1146.2,79.983,-53.85,
1146.31,79.992,-54.7,
1146.42,80.001,-54.86,
1146.53,80.01,-52.98,
1146.64,80.019,-52.94,
1146.75,80.028,-54.44,
1146.86,80.037,-53.76,
1146.97,80.046,-53.05,
1147.08,80.055,-54.3,
1147.19,80.064,-54.63,
1147.3,80.073,-54.98,
1147.41,80.082,-54.69,
1147.52,80.091,-53.55,
1147.63,80.1,-54.59,
1147.74,80.109,-54.78,
1147.85,80.118,-53.48,
1147.96,80.127,-53.79,
1148.07,80.136,-55.92,
1148.18,80.145,-55.94,
1148.29,80.155,-55.59,
1148.4,80.164,-55.51,
1148.51,80.173,-55.16,
1148.62,80.182,-53.94,
1148.73,80.191,-53.12,
1148.84,80.2,-53.92,
1148.95,80.21,-53.47,
1149.06,80.219,-54.03,
1149.17,80.228,-54.59,
1149.28,80.237,-54.91,
1149.39,80.247,-55.39,
1149.5,80.256,-54.4,
1149.61,80.265,-53.75,
1149.72,80.274,-53.83,
1149.83,80.283,-55.22,
1149.94,80.293,-54.14,
1150.05,80.302,-53.27,
1150.16,80.31,-54.84,
1150.27,80.319,-54.91,
1150.38,80.328,-54.32,
1150.49,80.337,-55.34,
1150.6,80.345,-54.6,
1150.71,80.354,-51.66,
1150.82,80.363,-53.51,
1150.93,80.372,-54.42,
1151.04,80.38,-53.52,
1151.15,80.389,-54.3,
1151.26,80.398,-52.43,
1151.37,80.406,-53.51,
1151.48,80.415,-54.45,
1151.59,80.424,-54.7,
1151.7,80.433,-53.86,
1151.81,80.441,-54.22,
1151.92,80.45,-52.74,
1152.03,80.458,-53.12,
1152.14,80.466,-53.67,
1152.25,80.475,-54.56,
1152.36,80.483,-54.65,
1152.47,80.492,-54.98,
1152.58,80.5,-54.88,
1152.69,80.509,-54.1,
1152.8,80.517,-52.77,
1152.91,80.525,-52.93,
1153.02,80.534,-53.37,
1153.13,80.542,-53.97,
1153.24,80.551,-54.09,
1153.35,80.559,-54.32,
1153.46,80.568,-54.19,
1153.57,80.577,-55.79,
1153.68,80.586,-55.44,
1153.79,80.594,-54.26,
1153.9,80.603,-53.44,
1154.01,80.612,-53.71,
1154.12,80.621,-54.13,
1154.23,80.63,-52.91,
1154.34,80.639,-52.73,
1154.45,80.647,-53.43,
1154.56,80.656,-53.86,
1154.67,80.665,-54.71,
1154.78,80.674,-53.46,
1154.89,80.683,-55.05,
1155,80.692,-55.53,
1155.11,80.7,-53.93,
1155.22,80.708,-53.24,
1155.33,80.717,-54.03,
1155.44,80.725,-52.26,
1155.55,80.733,-52.96,
1155.66,80.741,-53.18,
1155.77,80.75,-51.81,
1155.88,80.758,-53.97,
1155.99,80.766,-53.17,
1156.1,80.775,-54.45,
1156.21,80.783,-55.02,
1156.32,80.791,-54.4,
1156.43,80.8,-53.85,
1156.54,80.808,-53.89,
1156.65,80.816,-53.72,
1156.76,80.825,-54.24,
1156.87,80.834,-53.44,
1156.98,80.842,-54.01,
1157.09,80.851,-53.09,
1157.2,80.86,-53.35,
1157.31,80.868,-54.49,
1157.42,80.877,-54.16,
1157.53,80.886,-54.06,
1157.64,80.895,-54.2,
1157.75,80.903,-54.28,
1157.86,80.912,-54.44,
1157.97,80.921,-54.71,
1158.08,80.929,-54.73,
1158.19,80.938,-54.27,
1158.3,80.947,-54.66,
1158.41,80.956,-53.92,
1158.52,80.964,-54.41,
1158.63,80.973,-54.1,
1158.74,80.982,-54.44,
1158.85,80.991,-53.82,
1158.96,81,-53.59,
1159.07,81.008,-54.1,
1159.18,81.017,-52.75,
1159.29,81.026,-54.03,
1159.4,81.035,-54.36,
1159.51,81.043,-53.43,
1159.62,81.052,-53.16,
1159.73,81.061,-53.78,
1159.84,81.07,-54.85,
1159.95,81.079,-53.83,
1160.06,81.087,-53.42,
1160.17,81.095,-53.79,
1160.28,81.103,-53.76,
1160.39,81.112,-53.35,
1160.5,81.12,-54.31,
1160.61,81.128,-51.94,
1160.72,81.136,-53.35,
1160.83,81.145,-52.13,
1160.94,81.153,-53.07,
1161.05,81.161,-54.13,
1161.16,81.17,-53.81,
1161.27,81.178,-54.22,
1161.38,81.186,-54.34,
1161.49,81.194,-55.19,
1161.6,81.203,-54.66,
1161.71,81.211,-54.56,
1161.82,81.22,-52.53,
1161.93,81.229,-53.01,
1162.04,81.238,-52.19,
1162.15,81.246,-54.7,
1162.26,81.255,-55.28,
1162.37,81.264,-53.55,
1162.48,81.273,-53.67,
1162.59,81.281,-54.34,
1162.7,81.29,-53.96,
1162.81,81.299,-51.34,
1162.92,81.308,-52.67,
1163.03,81.316,-52.67,
1163.14,81.325,-54.09,
1163.25,81.334,-55.25,
1163.36,81.342,-54.64,
1163.47,81.351,-54.44,
1163.58,81.359,-54.22,
1163.69,81.368,-53.12,
1163.8,81.377,-52.36,
1163.91,81.385,-53.35,
1164.02,81.394,-55.46,
1164.13,81.402,-54.8,
1164.24,81.411,-54.12,
1164.35,81.419,-52.47,
1164.46,81.428,-54.56,
1164.57,81.436,-54.69,
1164.68,81.445,-53.57,
1164.79,81.453,-53.52,
1164.9,81.462,-52.97,
1165.01,81.47,-52.22,
1165.12,81.479,-52.87,
1165.23,81.487,-54.38,
1165.34,81.496,-54.25,
1165.45,81.505,-55,
1165.56,81.513,-53.77,
1165.67,81.522,-53,
1165.78,81.531,-54.89,
1165.89,81.539,-53.77,
1166,81.548,-53.12,
1166.11,81.556,-53.89,
1166.22,81.565,-54.07,
1166.33,81.574,-53.91,
1166.44,81.582,-52.91,
1166.55,81.591,-52.14,
1166.66,81.599,-54.15,
1166.77,81.608,-53.77,
1166.88,81.616,-54.19,
1166.99,81.625,-54.21,
1167.1,81.633,-52.61,
1167.21,81.642,-54.25,
1167.32,81.65,-53.75,
1167.43,81.658,-53.94,
1167.54,81.667,-53.51,
1167.65,81.675,-53.41,
1167.76,81.684,-53.34,
1167.87,81.692,-53.51,
1167.98,81.701,-54.09,
1168.09,81.709,-52.8,
1168.2,81.718,-53.62,
1168.31,81.726,-52.79,
1168.42,81.735,-54.41,
1168.53,81.744,-53.17,
1168.64,81.752,-53.47,
1168.75,81.761,-53.39,
1168.86,81.769,-53.28,
1168.97,81.778,-53.15,
1169.08,81.787,-53.77,
1169.19,81.795,-54.77,
1169.3,81.804,-55.34,
1169.41,81.813,-53.63,
1169.52,81.821,-53.5,
1169.63,81.83,-53.23,
1169.74,81.838,-53.08,
1169.85,81.847,-53.72,
1169.96,81.856,-54,
1170.07,81.865,-53.2,
1170.18,81.874,-53.69,
1170.29,81.883,-54.72,
1170.4,81.892,-54.32,
1170.51,81.901,-54.69,
1170.62,81.91,-55.19,
1170.73,81.919,-54.01,
1170.84,81.928,-52.98,
1170.95,81.937,-52.23,
1171.06,81.946,-52.88,
1171.17,81.954,-53.02,
1171.28,81.963,-53.94,
1171.39,81.972,-53.92,
1171.5,81.981,-52.26,
1171.61,81.99,-53.76,
1171.72,81.999,-54.39,
1171.83,82.009,-53.79,
1171.94,82.018,-53.69,
1172.05,82.027,-53.96,
1172.16,82.036,-54.12,
1172.27,82.045,-53.94,
1172.38,82.054,-53.93,
1172.49,82.063,-54.51,
1172.6,82.072,-54.64,
1172.71,82.081,-54.04,
1172.82,82.09,-54.28,
1172.93,82.099,-53.26,
1173.04,82.108,-53.96,
