depth,temperature
49.06899999999999,-30.534659315415862
49.32299999999998,-30.540910481483863
49.577,-30.532034085696758
49.83099999999999,-30.515757322012515
50.085999999999984,-30.526784118275533
50.339999999999975,-30.520751202944922
50.593999999999994,-30.531368228525263
50.847999999999985,-30.517159951395737
51.101999999999975,-30.52255610888971
51.357,-30.51242162845246
51.61099999999999,-30.5211523077803
51.86499999999998,-30.49723379672218
52.119,-30.494184840583973
52.37299999999999,-30.501135629509896
52.627999999999986,-30.487527326936732
52.88199999999998,-30.482038056926825
53.135999999999996,-30.46548614158085
53.389999999999986,-30.459644401317792
53.64399999999998,-30.468390192996058
53.899,-30.464132259561513
54.15299999999999,-30.462985501208113
54.40699999999998,-30.45611778158541
54.661,-30.45421631328637
54.91499999999999,-30.439710375377025
55.16999999999999,-30.44664556238315
55.42399999999998,-30.43247428480535
55.678,-30.43076578246162
55.93199999999999,-30.442158240400996
56.18599999999998,-30.44308948567653
56.441,-30.436211543593622
56.69499999999999,-30.425501301331092
56.948999999999984,-30.43026945698999
57.202999999999975,-30.41932372360075
57.456999999999994,-30.409857474425937
57.71199999999999,-30.406513536694277
57.96599999999998,-30.40014872860421
58.22,-30.38774287982
58.47399999999999,-30.37412514712394
58.72799999999998,-30.389582997649626
58.982999999999976,-30.389760024125607
59.236999999999995,-30.402897176905753
59.490999999999985,-30.38795749452559
59.744999999999976,-30.37643931425158
59.998999999999995,-30.349628169416565
60.25399999999999,-30.36541539765072
60.50799999999998,-30.351853167420277
60.762,-30.35489471922802
61.01599999999999,-30.349778479007078
61.26999999999998,-30.337614064604274
61.52499999999998,-30.34381435908946
61.778999999999996,-30.33420956912979
62.03299999999999,-30.341114108026115
62.28699999999998,-30.33469750036155
62.541,-30.333451531149795
62.79599999999999,-30.334415536494365
63.04999999999998,-30.30517863848634
63.304,-30.305886332252665
63.55799999999999,-30.299109178853413
63.81199999999998,-30.303598474488425
64.06699999999998,-30.31190240226613
64.321,-30.31703817251707
64.57499999999999,-30.315903262411027
64.82899999999998,-30.299046528603427
65.083,-30.29105996757566
65.338,-30.285150721092926
65.59199999999998,-30.293981298612568
65.84599999999998,-30.288358268960494
66.1,-30.272345548906888
66.35399999999998,-30.27388991901283
66.60899999999998,-30.270103344102605
66.863,-30.281435276476106
67.11699999999999,-30.269374035609378
67.37099999999998,-30.263947906615176
67.625,-30.236238557152628
67.88,-30.230051989309015
68.13399999999999,-30.23836438947611
68.38799999999998,-30.239220547126585
68.642,-30.2406164403834
68.89599999999999,-30.23429362688509
69.15099999999998,-30.229729780910915
69.405,-30.221306835384066
69.65899999999999,-30.210657694640197
69.91299999999998,-30.208509820440298
70.167,-30.214803845566262
70.422,-30.202267208936398
70.67599999999999,-30.211362945052088
70.92999999999998,-30.206820153848142
71.184,-30.19029641271366
71.43799999999999,-30.188761731262208
71.69299999999998,-30.19374793113394
71.947,-30.190264959368907
72.201,-30.17224392166899
72.45499999999998,-30.181096058985265
72.70899999999997,-30.164410659870903
72.964,-30.16478811245375
73.21799999999999,-30.171125040573884
73.47199999999998,-30.156369884277968
73.726,-30.158660793187426
73.97999999999999,-30.161643623419792
74.23499999999999,-30.150774850458486
74.48899999999998,-30.14088013194355
74.743,-30.135114876369
74.99699999999999,-30.148193145409103
75.25099999999998,-30.13122832005604
75.506,-30.123081445825072
75.75999999999999,-30.111979675491536
76.01399999999998,-30.121103778515643
76.268,-30.118675285492564
76.52199999999999,-30.10864923026784
76.77699999999999,-30.122716509600885
77.03099999999998,-30.11160986034641
77.285,-30.112231318811464
77.53899999999999,-30.105060535692466
77.79299999999998,-30.090244029049888
78.048,-30.07915001180652
78.30199999999999,-30.07801979560455
78.55599999999998,-30.08039140083103
78.81,-30.07525560724758
79.064,-30.075864060257484
79.31899999999999,-30.069025691678885
79.57299999999998,-30.062564696101628
79.827,-30.051648262865434
80.08099999999999,-30.040944631735375
80.33499999999998,-30.03343912376769
80.58999999999997,-30.02763539560984
80.844,-30.030517973437725
81.09799999999998,-30.044666220830692
81.35199999999998,-30.054383340619488
81.606,-30.03952211993091
81.86099999999999,-30.029809038406054
82.11499999999998,-30.00871532426963
82.369,-30.023188976373415
82.62299999999999,-30.02940737400513
82.87699999999998,-30.01424652487594
83.13199999999998,-30.00074911696158
83.386,-29.9911191551076
83.63999999999999,-29.99774598947231
83.89399999999998,-30.0021677299608
84.148,-30.001484010018768
84.40199999999999,-29.981138583867114
84.65699999999998,-29.974434978760396
84.911,-29.982817442434133
85.16499999999999,-29.974184803881226
85.41899999999998,-29.95714029551694
85.673,-29.965201673995562
85.928,-29.951919544432183
86.18199999999999,-29.94658195680342
86.43599999999998,-29.94362339406157
86.69,-29.933763255486596
86.94399999999999,-29.950107853930316
87.19899999999998,-29.931439922055937
87.45299999999997,-29.944230302695765
87.707,-29.934576557698918
87.96099999999998,-29.924527793554535
88.21499999999997,-29.9129228990107
88.47,-29.92387716421819
88.72399999999999,-29.915159805478776
88.97799999999998,-29.906593819356907
89.232,-29.897810726080543
89.48599999999999,-29.903757743090196
89.74099999999999,-29.904778163868798
89.99499999999998,-29.889959613075295
90.249,-29.90363735698084
90.50299999999999,-29.890994788649866
90.75699999999998,-29.88601317968367
91.012,-29.877132865216957
91.26599999999999,-29.87788483633383
91.51999999999998,-29.871391785979373
91.774,-29.887800040744438
92.02799999999999,-29.859122158092088
92.28299999999999,-29.850777291977884
92.53699999999998,-29.85807277684892
92.791,-29.85272371049212
93.04499999999999,-29.83919096611916
93.29899999999998,-29.84377279342276
93.554,-29.82627599613518
93.80799999999999,-29.819393265475547
94.06200000000001,-29.822708695759065
94.31599999999997,-29.81234434503295
94.57,-29.808811668630526
94.82499999999999,-29.815977035504567
95.07900000000001,-29.808997237788862
95.33299999999997,-29.82099298315565
95.58699999999999,-29.802263891010945
95.84100000000001,-29.79950720056339
96.096,-29.807999814172614
96.34999999999997,-29.793912824323083
96.60399999999998,-29.79778492779194
96.858,-29.785342024909
97.11199999999997,-29.7912219194788
97.36699999999996,-29.791944570218888
97.62099999999998,-29.764976156513388
97.875,-29.763672025842656
98.12899999999996,-29.76218469553527
98.38299999999998,-29.752952334206693
98.63799999999998,-29.75249528662285
98.892,-29.744535450904635
99.14600000000002,-29.74172373643211
99.39999999999998,-29.737261891316027
99.654,-29.73756157722901
99.90899999999999,-29.72080314830855
100.16300000000001,-29.71513709103229
100.41699999999997,-29.717319611638388
100.67099999999999,-29.70932972297421
100.92500000000001,-29.710654552096198
101.18,-29.714701452922547
101.43399999999997,-29.720563622738936
101.68799999999999,-29.711879612744866
101.94200000000001,-29.702407468804168
102.19599999999997,-29.70664375603132
102.45099999999996,-29.69525214740404
102.70499999999998,-29.687513040607335
102.959,-29.682787764641507
103.21299999999997,-29.6800177269719
103.46699999999998,-29.66468539509708
103.72199999999998,-29.668211399509396
103.976,-29.65760675112336
104.22999999999996,-29.64609590148884
104.48399999999998,-29.63935461713843
104.738,-29.654520738478503
104.993,-29.644966533189404
105.24700000000001,-29.64002516199254
105.50099999999998,-29.62644634317886
105.755,-29.62964887540089
106.00900000000001,-29.626470524768138
106.26400000000001,-29.627280651755967
106.51799999999997,-29.623315407990216
106.77199999999999,-29.61593473169827
107.02600000000001,-29.60702964094951
107.27999999999997,-29.610669434152257
107.53499999999997,-29.59977557948495
107.78899999999999,-29.604191992912607
108.043,-29.60164897642766
108.29699999999997,-29.59522792553831
108.55099999999999,-29.576756889766465
108.80599999999998,-29.578489614723654
109.06,-29.5678067326477
109.31399999999996,-29.56785286455498
109.56799999999998,-29.571390374835392
109.822,-29.553953200959846
110.077,-29.55993549324613
110.33099999999996,-29.568235782966475
110.58499999999998,-29.55644902356659
110.839,-29.530412574503714
111.09299999999996,-29.542458265436068
111.34800000000001,-29.5404540367943
111.60199999999998,-29.53062728113181
111.856,-29.526379140496726
112.11000000000001,-29.519271495320975
112.36399999999998,-29.507152349588072
112.61899999999997,-29.506098762887998
112.87299999999999,-29.516520986312553
113.12700000000001,-29.507947090879973
113.38099999999997,-29.48658341416494
113.63499999999999,-29.476830161513906
113.88999999999999,-29.497193539973384
114.144,-29.483507130299106
114.39799999999997,-29.47890442428894
114.65199999999999,-29.472316970594925
114.906,-29.463192806525473
115.161,-29.45731270417193
115.41499999999996,-29.451431480270706
115.66899999999998,-29.45786505857252
115.923,-29.4511709440572
116.17699999999996,-29.437803534339164
116.43200000000002,-29.447367850813194
116.68599999999998,-29.43541386548118
116.94,-29.42544132043138
117.19400000000002,-29.417477294368066
117.44799999999998,-29.424348213343457
117.70299999999997,-29.412672916378437
117.957,-29.410264771776394
118.21100000000001,-29.394774827893727
118.46499999999997,-29.399612650593465
118.719,-29.39415229093817
118.97399999999999,-29.382747974671158
119.22800000000001,-29.38454862422134
119.48199999999997,-29.379665026699826
119.73599999999999,-29.38279952311955
119.99000000000001,-29.37010236342794
120.245,-29.367156494114738
120.49899999999997,-29.35563863419418
120.75299999999999,-29.349494632873586
121.007,-29.349325789078375
121.26099999999997,-29.346119265891037
121.51599999999996,-29.33981726057165
121.76999999999998,-29.31686695158569
122.024,-29.328466237293707
122.27799999999996,-29.331048865154077
122.53199999999998,-29.320480556599396
122.78699999999998,-29.324770404009612
123.041,-29.313692549237466
123.29500000000002,-29.317932055766146
123.54899999999998,-29.295362695393724
123.803,-29.2963518932512
124.05799999999999,-29.28708881636941
124.31200000000001,-29.288098887020443
124.56599999999997,-29.280216577317837
124.82,-29.28563760232624
125.07400000000001,-29.279340935850104
125.32900000000001,-29.2742544791311
125.58299999999997,-29.269044945047224
125.83699999999999,-29.26267323543782
126.09100000000001,-29.25907094993764
126.34499999999997,-29.23954467325684
126.59999999999997,-29.246602215185614
126.85399999999998,-29.246680118918682
127.108,-29.23502056331847
127.36199999999997,-29.230012533744613
127.61599999999999,-29.224750377945018
127.87099999999998,-29.233258171539738
128.125,-29.203541268732938
128.37899999999996,-29.21280659830732
128.63299999999998,-29.203852082286684
128.887,-29.215480106528958
129.142,-29.191262490650164
129.39600000000002,-29.175569592726404
129.64999999999998,-29.165413358653097
129.904,-29.172547501359333
130.15800000000002,-29.1662719284311
130.413,-29.167681936157795
130.66699999999997,-29.151092250104107
130.921,-29.1403511782704
131.175,-29.141043125098204
131.42899999999997,-29.136653537802715
131.68399999999997,-29.13661094647812
131.938,-29.13186460011255
132.192,-29.128180065091957
132.44599999999997,-29.12298081363747
132.7,-29.128705529596893
132.95499999999998,-29.104791906438567
133.209,-29.11324258861224
133.46299999999997,-29.10956730533568
133.71699999999998,-29.110473583943403
133.971,-29.11302525194433
134.226,-29.093779123747623
134.47999999999996,-29.087012830401083
134.73399999999998,-29.06835944379186
134.988,-29.075898569828215
135.24199999999996,-29.069957397516923
135.497,-29.06678161298841
135.75099999999998,-29.058321217003012
136.005,-29.049679675862723
136.25900000000001,-29.046648319392688
136.51299999999998,-29.03485735744795
136.76799999999997,-29.03974041462967
137.022,-29.026111153967616
137.276,-29.02468499993739
137.52999999999997,-29.012401816615064
137.784,-29.017183903647666
138.039,-29.010494148895173
138.293,-29.006142148975712
138.54699999999997,-29.00870071579578
138.801,-28.99092474194399
139.055,-28.997689625741945
139.31,-28.992198862122393
139.56399999999996,-28.99631368693287
139.81799999999998,-28.98623292193209
140.072,-28.972727096370804
140.32599999999996,-28.957979744769414
140.58099999999996,-28.96167560701253
140.83499999999998,-28.95812989862321
141.089,-28.947493471053104
141.34299999999996,-28.942344235338002
141.59699999999998,-28.945932639249627
141.85199999999998,-28.93286035073561
142.106,-28.943209592187248
142.36,-28.928281385257204
142.61399999999998,-28.909613545518447
142.868,-28.911786647490622
143.123,-28.920735769927234
143.377,-28.923832497415507
143.63099999999997,-28.908435629607787
143.885,-28.905126230211508
144.139,-28.89658210410199
144.394,-28.888467432367595
144.64799999999997,-28.87692510121501
144.902,-28.86992480243131
145.156,-28.881405148704886
145.40999999999997,-28.876724918601884
145.66499999999996,-28.877259168314307
145.91899999999998,-28.8663765421962
146.173,-28.859334745633152
146.42699999999996,-28.846867557822527
146.68099999999998,-28.83850561692871
146.93599999999998,-28.834039107938864
147.19,-28.83006560523275
147.44400000000002,-28.836875823670145
147.69799999999998,-28.82070085727955
147.952,-28.819178920088973
148.207,-28.8100457641825
148.461,-28.79669610470754
148.71499999999997,-28.793655093655474
148.969,-28.793835468289373
149.223,-28.795640664512575
149.478,-28.77958944420865
149.73199999999997,-28.760164918255562
149.986,-28.751847753693962
150.24,-28.7460124482017
150.49399999999997,-28.74533552350174
150.74899999999997,-28.727300696112177
